postcode,Name,Lat,Long
12100,Butterworth,5.41255,100.37483
26050,Bukit Goh,3.77934,102.9106
26100,BalokKuantan,3.912033.83727,103.32983103.287
18200,Dabong,5.49382,102.05226
36600,Chenderong Balai,4.29916,101.01005
22010,Jerteh,5.62092,102.59327
71950,Seremban,2.69808,101.90752
51100,Kuala Lumpur,3.17499,101.68933
33310,Gerik,5.34765,101.06513
8300,Gurun,5.80643,100.51359
84600,Pagoh,2.08697,102.88705
75050,Melaka,2.19932,102.26847
47170,Puchong,3.02715,101.60342
89307,Ranau,5.93705,116.66948
8330,Gurun,5.8013,100.51755
21090,Kuala Terengganu,5.775,103.015
88858,Tanjung Aru,5.97715,116.06777
91111,Lahad Datu,5.04885,118.35931
84400,Sungai Mati,2.07489,102.7197
88869,Kota Kinabalu,5.97647,116.11578
88789,Kota Kinabalu,5.97647,116.11578
90729,Sandakan,5.84561,118.05706
84900,Tangkak,2.14616,102.78478
62502,Putrajaya,2.92758,101.69605
88757,Kota Kinabalu,5.97647,116.11578
73470,Pusat Bandar Palong,2.9001,102.56254
35800,Slim River,4.03033,101.29395
24300,Kerteh,4.69852,103.35681
88815,Kota Kinabalu,5.97647,116.11578
31550,Pusing,4.51172,100.99172
17040,Pasir Mas,6.02839,102.15515
21060,Kuala Terengganu,5.3185,103.07395
81600,Pengerang,1.46559,103.94351
90109,Beluran,5.71677,117.43747
25350,Kuantan,3.7745,103.2176
18020,,,
96508,Bintangor,2.21382,111.55139
45700,Bukit Rotan,3.19556,101.39264
13100,Penaga,5.46315,100.4027
13800,Butterworth,5.37226,100.44176
95407,Saratok,1.7362,111.35284
6660,Alor Setar,6.01667,100.4
16070,Bachok,6.03342,102.34988
88839,Kota Kinabalu,5.97647,116.11578
26040,Kuantan,3.84592,103.17692
88803,Kota Kinabalu,5.97647,116.11578
11960,Batu Maung,5.25803,100.29234
81920,Ayer Tawar 3Ayer Tawar 5Ayer Tawar 2Ayer Tawar 4,1.720972.130821.757811.50584,103.8967102.44717103.92906103.95007
89250,Tamparuli,6.11704,116.26751
90734,Sandakan,5.84561,118.05706
96250,Matu,2.6413,111.44373
88849,Kota Kinabalu,5.97647,116.11578
89850,Sipitang,5.03309,115.57282
35400,Tapah Road,4.26845,101.12361
31950,Mambang Di Awan,4.33329,101.09792
89207,Tuaran,6.16856,116.23483
73507,Rompin,2.69452,102.52639
90707,Sandakan,5.84561,118.05706
93728,Kuching,1.53098,110.34422
14400,Kubang Semang,5.40882,100.48371
88774,Kota Kinabalu,5.97647,116.11578
71100,Rantau,2.5693,101.99704
26090,Bukit Goh,3.82201,103.02171
2800,Simpang Ampat,6.31944,100.20306
88840,Kota Kinabalu,5.97647,116.11578
97008,Bintulu,3.19057,113.09011
87018,Labuan,5.29132,115.24591
85200,Jementah,2.17367,102.94926
88766,Kota Kinabalu,5.97647,116.11578
27300,Benta,3.95832,102.16919
86100,Ayer Hitam,1.90318,103.21645
5250,Alor Setar,6.09763,100.38644
88721,Putatan,5.4204,116.79678
28020,Temerloh,3.48222,102.48121
16600,Pulai Chondong,5.89076,102.23756
34750,Matang,4.78043,100.72466
93600,Kuching,1.55678,110.3522
18400,Temangan,5.76118,102.1769
89950,Nabawan,4.76758,116.40173
98150,Bekenu,4.06776,113.83152
91028,Tawau,4.28246,117.91479
73430,Pusat Bandar Palong,2.71841,102.57649
11500,Ayer Itam,5.36805,100.30502
28600,Karak,3.43387,102.15425
27090,Jerantut,3.88029,102.48369
31750,Tronoh,4.43059,101.01399
89740,Kuala Penyu,5.48943,115.53468
71150,Linggi,2.52718,102.02602
88852,Kota Kinabalu,5.97647,116.11578
90736,Sandakan,5.84561,118.05706
50050,Kuala Lumpur,3.14508,101.69448
39100,Brinchang,4.35573,101.62745
17020,Pasir Mas,6.04035,102.14646
88820,Kota Kinabalu,5.97647,116.11578
26300,Gambang,3.74444,103.13777
96500,Bintangor,2.22443,111.57915
10600,Pulau Pinang,5.36771,100.43461
6800,Kota Sarang Semut,5.90077,100.40887
94500,Lundu,1.67328,109.8363
91116,Lahad Datu,5.04885,118.35931
77400,Sungai Rambai'Sungai Rambai,2.136772.16186,102.50512102.43093
24200,Kemasek,4.61997,103.35296
89800,Beaufort,5.34525,115.70778
27310,Benta,3.91677,102.06634
71050,Si Rusa,2.50988,102.0049
88811,Kota Kinabalu,5.97647,116.11578
88902,Kota Kinabalu,5.97647,116.11578
21030,Kuala Terengganu,5.34509,103.10467
93000,Kuching,1.54547,110.3439
50744,Kuala Lumpur,3.139,101.68685
83200,Senggarang,1.81382,103.04667
42600,Jenjarom,2.97235,101.52824
16030,Bachok,6.05471,102.38678
16090,Bachok,6.03376,102.3572
23400,Al Muktatfi Billah Shah,4.61992,103.20887
48020,Rawang,3.22774,101.60167
8320,Jeniang,5.83425,100.6252
23200,Bukit Besi,5.03953,102.79089
87030,Labuan,5.29132,115.24591
34030,Taiping,4.73483,100.84017
8010,Sungai Petani,5.71661,100.50615
89159,Kota Belud,6.36483,116.44763
32900,Lambor Kanan,4.38498,100.91629
20100,Kuala Terengganu,5.31339,103.1178
33320,Gerik,5.45061,101.1319
81450,Gugusan Taib Andak,1.7601,103.68519
88785,Kota Kinabalu,5.97647,116.11578
17060,Pasir Mas,6.00612,102.17431
88808,Kota Kinabalu,5.97647,116.11578
48010,Rawang,3.33515,101.54982
28040,Temerloh,3.48836,102.43095
39010,Tanah Rata,4.18639,101.66869
36100,Bagan Datoh,3.9793,100.75933
98200,Niah,3.19499,112.68478
73460,Pusat Bandar Palong,3.08077,102.54887
6720,Pendang,5.93522,100.4749
8007,Sungai Petani,5.64902,100.49513
90708,Sandakan,5.84561,118.05706
47830,Petaling Jaya,3.18709,101.59175
90100,Beluran,5.99451,117.33609
90712,Sandakan,5.84561,118.05706
33020,Kuala Kangsar,4.80694,100.93207
73450,Pusat Bandar Palong,2.73322,102.58431
10100,Pulau Pinang,5.41658,100.33257
40450,Shah Alam,3.06116,101.51894
90718,Sandakan,5.84561,118.05706
96007,Sibu,2.31003,111.84004
33700,Padang Rengas,4.81738,100.86775
33010,Kuala Kangsar,4.79911,100.90867
39000,Tanah RataTanah Rata,4.430124.43012,101.41654101.41654
40170,Shah Alam,3.07325,101.5054
27610,Raub,3.78751,102.13881
81440,Bandar Tenggara,1.78756,103.6699
35300,Chenderiang,4.31107,101.23392
9700,Karangan,5.57481,100.60046
91015,Tawau,4.28246,117.91479
94200,Siburan,1.3148,110.37514
50609,Kuala Lumpur,3.139,101.68685
72400,Simpang Durian,3.01682,102.17932
52109,,,
21810,Ajil,5.01784,103.13386
94000,Bau,1.48125,110.10129
33500,Sauk,4.84957,100.94564
96008,Sibu,2.31003,111.84004
90722,Sandakan,5.84561,118.05706
91125,Lahad Datu,5.04885,118.35931
98707,Limbang,4.34665,115.18363
87019,Labuan,5.29132,115.24591
88819,Kota Kinabalu,5.97647,116.11578
21020,Kuala Terengganu,5.32051,103.05964
88845,Kota Kinabalu,5.97647,116.11578
87028,Labuan,5.29132,115.24591
96510,,,
40160,Shah Alam,3.16428,101.55839
91120,Lahad Datu,5.04885,118.35931
98107,Lutong,4.48031,114.0108
88821,Kota Kinabalu,5.97647,116.11578
15500,Kota Bharu,6.12201,102.25227
93700,Kuching,1.53098,110.34422
91118,Lahad Datu,5.04885,118.35931
17010,Pasir Mas,6.03774,102.14859
13310,Tasek Gelugor,5.45581,100.45494
94950,Pusa,1.60965,111.43372
34250,Tanjong Piandang,4.9011,100.57313
95008,Sri Aman,1.23358,111.46374
26010,Kuantan,3.81981,103.2423
88854,Kota Kinabalu,5.97647,116.11578
90727,Sandakan,5.84561,118.05706
91021,Tawau,4.28246,117.91479
93724,Kuching,1.53098,110.34422
90735,Sandakan,5.84561,118.05706
26650,Pekan,3.47943,103.12899
26410,Bandar Pusat Jengka,3.74158,102.54431
27400,Dong,3.88342,101.98303
27030,Damak,3.84874,102.24603
40675,Shah Alam,3.09061,101.5296
97013,Bintulu,3.19057,113.09011
90703,Sandakan,5.84561,118.05706
93762,Kuching,1.53098,110.34422
87023,Labuan,5.29132,115.24591
88814,Kota Kinabalu,5.97647,116.11578
33800,Manong,4.65226,100.88267
89259,Tamparuli,6.11704,116.26751
26690,Chini,3.21062,103.02234
90700,Sandakan,5.84561,118.05706
95300,Roban,1.88382,111.31554
11100,Batu Ferringhi,5.44515,100.29113
33420,Lenggong,5.15956,101.00089
90728,Sandakan,5.84561,118.05706
90723,Sandakan,5.84561,118.05706
91127,Lahad Datu,5.04885,118.35931
88826,Kota Kinabalu,5.97647,116.11578
11920,Bayan Lepas,5.31849,100.26907
84710,,,
70500,Seremban,2.71859,101.94899
36400,Hutan Melintang,4.03333,100.94715
90726,Sandakan,5.84561,118.05706
71309,Rembau,2.57966,102.10238
88825,Kota Kinabalu,5.97647,116.11578
27100,Padang Tengku,4.19073,102.04946
40706,Shah Alam,3.09061,101.5296
76450,Melaka,2.26822,102.22341
88857,Inanam,5.99328,116.13225
11050,Pulau Pinang,5.41643,100.28843
16210,Tumpat,6.11829,102.13864
90716,Sandakan,5.84561,118.05706
6050,Bukit Kayu Hitam,6.34934,100.4429
27040,Jerantut,3.97211,102.37294
13220,Kepala Batas,5.46364,100.42132
97100,Sebauh,2.78113,112.67021
88805,Kota Kinabalu,5.97647,116.11578
98050,Baram,2.07683,112.38373
24207,Kemasek,4.42161,103.43805
89760,Menumbok,5.33975,115.37658
96150,Belawai,1.96358,111.09467
96900,Belaga,2.48107,113.62917
88822,Kota Kinabalu,5.97647,116.11578
94850,Sebuyau,1.3337,110.92747
91027,Tawau,4.28246,117.91479
71750,Mantin,2.83826,101.92144
40470,Shah Alam,3.06085,101.56609
44010,Kuala Kubu Baru,3.3057,101.51666
90741,Sandakan,5.84561,118.05706
20720,Kuala Terengganu,5.31174,103.11991
88867,Kota Kinabalu,5.97647,116.11578
88614,Kota Kinabalu,5.97647,116.11578
88863,Kota Kinabalu,5.97647,116.11578
90731,Sandakan,5.84561,118.05706
88856,Likas,6.00795,116.12559
91122,Lahad Datu,5.04885,118.35931
88802,Kota Kinabalu,5.97647,116.11578
45620,Batang Berjuntai,3.30192,101.30053
17070,Pasir Mas,6.01015,102.14858
31800,Tanjong Tualang,4.39124,101.04612
47190,Puchong,3.05333,101.63482
86900,Endau,2.54149,103.542
73300,Gemencheh,2.57942,102.39773
28407,Mentakab,3.48617,102.32835
98100,Lutong,4.48031,114.0108
46720,Petaling Jaya,3.10709,101.60826
89009,Keningau,5.26497,116.32826
34950,Bandar Baharu,5.18731,100.51564
2200,Kaki Bukit,6.64719,100.2022
5700,Alor Setar,6.11936,100.36769
14110,Simpang Ampat,5.32991,100.39274
86300,KluangRengam,1.763241.8498,103.60759103.35555
62300,Putrajaya,2.92636,101.69644
73420,Gemas,2.65923,102.55287
25730,Kuantan,3.82497,103.3239
88786,Kota Kinabalu,5.97647,116.11578
87017,Labuan,5.29132,115.24591
13020,Butterworth,5.33983,100.43881
88806,Kota Kinabalu,5.97647,116.11578
81110,,,
89609,Papar,5.60641,115.96247
35820,Slim River,3.81397,101.42234
11020,Balik Pulau,5.36619,100.23796
16310,Bachok,5.99315,102.36358
90717,Sandakan,5.84561,118.05706
87022,Labuan,5.29132,115.24591
34510,Batu Kurau,5.12114,100.77828
87031,Labuan,5.29132,115.24591
28750,Bentong,3.44814,101.91419
9200,Kupang,5.68181,100.75802
16060,Bachok,6.05471,102.38678
89309,Ranau,5.93705,116.66948
93714,Kuching,1.53098,110.34422
84500,Panchor,2.04227,102.95377
88768,Kota Kinabalu,5.97647,116.11578
91011,Tawau,4.28246,117.91479
98857,Lawas,4.82114,115.4274
28010,Temerloh,3.51616,102.4182
91031,Tawau,4.28246,117.91479
88724,Putatan,5.4204,116.79678
88999,Kota Kinabalu,5.97647,116.11578
88675,Kota Kinabalu,5.98182,116.07563
50500,Kuala Lumpur,3.13249,101.6957
13400,Butterworth,5.402,100.39404
90300,Sandakan,5.84561,118.05706
44200,Rasa,3.38614,101.60928
31050,Sungai Siput,4.91343,101.06651
24007,Cukai,4.23273,103.41523
16700,Cherang Ruku,5.87217,102.43633
26810,Kuala Rompin,2.89561,103.3812
87014,Labuan,5.29132,115.24591
88760,Kota Kinabalu,5.97647,116.11578
88772,Kota Kinabalu,5.97647,116.11578
24050,Ayer PutehCeneh,4.470254.1373,103.17335103.24759
22110,Permaisuri,5.5436,102.81797
88823,Kota Kinabalu,5.97647,116.11578
91126,Lahad Datu,5.04885,118.35931
71650,Kuala Klawang,2.96971,102.0807
93754,Kuching,1.53098,110.34422
33030,Kuala Kangsar,4.86747,100.95801
88810,Kota Kinabalu,5.97647,116.11578
21610,Marang,5.05989,103.27958
88836,Kota Kinabalu,5.97647,116.11578
94900,Lingga,1.33061,111.19524
88851,Kota Kinabalu,5.97647,116.11578
47900,,,
6570,Alor Setar,5.94187,100.42723
88761,Kota Kinabalu,5.97647,116.11578
90702,Sandakan,5.84561,118.05706
70990,Seremban,2.71859,101.94899
70730,Seremban,2.71859,101.94899
46400,Petaling Jaya,3.07624,101.65291
27020,Jerantut,3.94361,102.43824
81050,,,
9010,Kulim,5.59563,100.61287
14320,Nibong Tebal,5.18937,100.45009
31560,Pusing,4.48915,100.93868
26660,Pekan,3.50652,103.17901
91009,Tawau,4.28246,117.91479
91014,Tawau,4.28246,117.91479
31850,Jeram,4.36408,101.15393
97012,Bintulu,3.19057,113.09011
90733,Sandakan,5.84561,118.05706
88725,Putatan,5.4204,116.79678
88850,Kota Kinabalu,5.97647,116.11578
28707,Bentong,3.52493,101.90974
98057,Baram,1.35257,111.51759
X52100,,,
83300,Seri GadingSri Gading,1.819681.85635,103.23993102.92589
91025,Tawau,4.28246,117.91479
88870,Kota Kinabalu,5.97647,116.11578
73480,Gemas,2.67051,102.54512
8210,Sik,5.93594,100.74722
88779,Kota Kinabalu,5.97647,116.11578
90705,Sandakan,5.84561,118.05706
16080,Tumpat,6.14106,102.17626
90725,Sandakan,5.84561,118.05706
16040,Wakaf Bharu,6.05733,102.17431
6710,Pendang,5.99359,100.54178
88855,Kota Kinabalu,5.97647,116.11578
28310,Triang,3.26407,102.45476
22040,,,
96108,Sarikei,2.11781,111.52121
90721,Sandakan,5.84561,118.05706
98800,Sundar,3.97775,114.06514
88862,Kota Kinabalu,5.97647,116.11578
90711,Sandakan,5.84561,118.05706
89900,Tenom,4.98389,115.93004
62250,Putrajaya,2.94717,101.68719
9110,Kuala Pegang,5.78736,100.69228
26630,Pekan,3.53332,103.29863
88865,Kota Kinabalu,5.97647,116.11578
26640,Pekan,3.54005,103.25316
94007,Bau,1.41797,110.16143
88790,Kota Kinabalu,5.97647,116.11578
81310,Johor Bahru,1.51073,103.69839
28380,Kemayan,3.24517,102.42518
84700,Gerisek,2.21503,102.78543
98007,Miri,4.33313,113.99486
73500,Rompin,2.69404,102.46125
96107,Sarikei,2.11781,111.52121
88777,Kota Kinabalu,5.97647,116.11578
88801,Kota Kinabalu,5.97647,116.11578
98708,Limbang,4.34665,115.18363
88818,Kota Kinabalu,5.97647,116.11578
91124,Lahad Datu,5.04885,118.35931
28007,Temerloh,3.45316,102.42449
62050,Putrajaya,2.92636,101.69644
88787,Kota Kinabalu,5.97647,116.11578
88500,Kota Kinabalu,5.97647,116.11578
88762,Kota Kinabalu,5.97647,116.11578
89659,Tambunan,5.69149,116.37753
91035,Tawau,4.28246,117.91479
47410,Petaling Jaya,3.12003,101.59516
96350,Balingian,2.2248,111.60437
36300,Sungai Sumun,4.04483,100.86207
53800,Kuala Lumpur,3.139,101.68685
90400,Pamol,6.07932,117.50241
87011,Labuan,5.29132,115.24591
71550,Tanjong Ipoh,2.6982,102.17908
91026,Tawau,4.28246,117.91479
88841,Kota Kinabalu,5.97647,116.11578
17510,Tanah Merah,5.76568,102.1153
96807,Kapit,1.90978,113.63559
88769,Kota Kinabalu,5.97647,116.11578
96410,Mukah,2.85758,111.87624
89809,Beaufort,5.34749,115.72731
88609,Kota Kinabalu,5.97647,116.11578
27630,RaubSungai Ruan,3.6893.74171,102.00701101.98735
41330,,,
28340,Kemayan,3.25099,102.55932
91032,Tawau,4.28246,117.91479
88771,Kota Kinabalu,5.97647,116.11578
75609,Melaka,2.20568,102.25616
91022,Tawau,4.28246,117.91479
84020,,,
14020,Bukit Mertajam,5.3465,100.47081
88722,Putatan,5.4204,116.79678
47510,,,
97007,Bintulu,3.19057,113.09011
50784,Kuala Lumpur,3.139,101.68685
26610,Pekan,3.57319,103.2581
93748,Kuching,1.53098,110.34422
91018,Tawau,4.28246,117.91479
88835,Kota Kinabalu,5.97647,116.11578
98058,Baram,1.35257,111.51759
50676,Kuala Lumpur,3.139,101.68686
91034,Tawau,4.28246,117.91479
80600,Johor Bahru,1.46343,103.75472
87025,Labuan,5.29132,115.24591
32020,,,
91123,Lahad Datu,5.04885,118.35931
36030,Teluk Intan,4.16165,101.03541
87021,Labuan,5.29132,115.24591
34010,Taiping,4.70237,100.77378
26180,Kuantan,3.85927,103.27501
88830,Kota Kinabalu,5.97647,116.11578
88804,Kota Kinabalu,5.97647,116.11578
91200,Kunak,4.67704,118.13919
26200,Sungai Lembing,3.81044,102.9129
88904,Kota Kinabalu,5.97647,116.11578
97200,Tatau,2.57335,112.69055
89720,Membakut,5.52429,115.68894
64000,KLIA,2.82394,101.68699
91017,Tawau,4.28246,117.91479
88783,Kota Kinabalu,5.97647,116.11578
40670,Shah Alam,3.09061,101.5296
32610,Bandar Seri Iskandar,4.43013,101.01205
9410,Padang Serai,5.60774,100.60558
62100,Putrajaya,2.92805,101.69804
88723,Putatan,5.4204,116.79678
91029,Tawau,4.28246,117.91479
87016,Labuan,5.29132,115.24591
93746,Kuching,1.53098,110.34422
98300,Long Lama,3.96705,114.29842
42900,,,
88903,Kota Kinabalu,5.97647,116.11578
26420,Bandar Pusat Jengka,3.69899,102.55277
32700,Bruas,4.74985,100.83703
97010,Bintulu,3.19057,113.09011
43558,Kajang,2.99773,101.78636
90715,Sandakan,5.84561,118.05706
34800,Trong,4.65393,100.77387
48100,Batu ArangRawang,3.180183.32164,101.50342101.47437
86810,Mersing,2.43611,103.83123
89509,Penampang,5.87936,116.10398
88829,Kota Kinabalu,5.97647,116.11578
72109,Bahau,2.80458,102.3876
90738,Sandakan,5.84561,118.05706
91113,Lahad Datu,5.04885,118.35931
88765,Kota Kinabalu,5.97647,116.11578
90704,Sandakan,5.84561,118.05706
41560,Klang,3.04306,101.44066
87024,Labuan,5.29132,115.24591
27150,Jerantut,3.99198,102.33986
27010,Jerantut,3.96272,102.34462
88831,Kota Kinabalu,5.97647,116.11578
X50350,,,
88812,Kota Kinabalu,5.97647,116.11578
35700,Trolak,3.95774,101.33415
91019,Tawau,4.28246,117.91479
28320,Triang,3.19292,102.29393
88600,Kota Kinabalu,5.97865,116.07616
26250,Jaya Gading,3.81726,103.17332
32500,Changkat Keruing,4.2702,100.89087
88775,Kota Kinabalu,5.97647,116.11578
30350,Ipoh,4.61049,101.10451
28610,Karak,3.45505,102.04237
91012,Tawau,4.28246,117.91479
91013,Tawau,4.28246,117.91479
X54200,,,
88767,Kota Kinabalu,5.97647,116.11578
50740,Kuala Lumpur,3.139,101.68685
88847,Kota Kinabalu,5.97647,116.11578
26430,Bandar Pusat JengkaBandar Pusat Jengka,3.741583.75976,102.54431102.58435
90730,Sandakan,5.84561,118.05706
44020,Kuala Kubu Baru,3.45932,101.48071
10710,Pulau Pinang,5.41792,100.3296
9810,Serdang,5.36488,100.61508
5600,Alor Setar,6.11936,100.36769
9020,Kulim,5.54944,100.51857
27210,Kuala Lipis,4.51191,101.97344
87013,Labuan,5.29132,115.24591
89508,Penampang,5.87936,116.10398
88866,Kota Kinabalu,5.97647,116.11578
14290,Bandar Bahru,5.65636,100.54219
50088,Kuala Lumpur,3.1479,101.70076
70720,Seremban,2.71859,101.94899
54100,Kuala Lumpur,3.15363,101.70375
27050,Jerantut,3.86295,102.34998
90706,Sandakan,5.84561,118.05706
50780,Kuala Lumpur,3.139,101.68685
88900,Kota Kinabalu,5.97647,116.11578
81850,Layang-Layang,1.78321,103.43878
88868,Kota Kinabalu,5.97647,116.11578
11910,Bayan Lepas,5.3163,100.28095
81910,,,
41700,Klang,3.04335,101.44132
81930,Bandar Penawar,1.67118,103.97251
26620,Pekan,3.50866,103.02624
58990,Kuala Lumpur,3.139,101.68685
25700,Kuantan,3.82497,103.3239
1009,Kangar,6.44552,100.20023
88784,Kota Kinabalu,5.97647,116.11578
43600,Bangi,2.92707,101.78022
26680,Pekan,3.29873,103.33415
31610,Gopeng,4.61226,101.09372
88996,Kota Kinabalu,5.97647,116.11578
88871,Kota Kinabalu,5.97647,116.11578
63000,Cyberjaya,2.96789,101.65304
42960,Pulau Carey,2.88792,101.39129
89958,Nabawan,5.04137,116.42673
25990,Kuantan,3.69997,103.02256
76460,,,
40250,,,
47640,Subang Jaya,2.9766,101.62191
X50470,,,
27070,Jerantut,3.88403,102.56064
26020,,,
33200,Intan,5.42972,101.03421
26150,Balok,3.93168,103.3769
73440,Pusat Bandar Palong,2.68732,102.55849
62150,Putrajaya,2.92636,101.69644
88788,Kota Kinabalu,5.97647,116.11578
91121,Lahad Datu,5.04885,118.35931
86600,Paloh,2.1593,103.50701
42400,,,
20700,Kuala Terengganu,5.31174,103.11991
88827,Kota Kinabalu,5.97647,116.11578
88763,Kota Kinabalu,5.97647,116.11578
52400,,,
50901,Kuala Lumpur,3.139,101.68685
91117,Lahad Datu,5.04885,118.35931
88828,Kota Kinabalu,5.97647,116.11578
90701,Sandakan,5.84561,118.05706
88834,Kota Kinabalu,5.97647,116.11578
8110,Bedong,5.6793,100.44233
88992,Kota Kinabalu,5.97647,116.11578
88622,Kota Kinabalu,5.97647,116.11578
10500,Pulau Pinang,5.41792,100.3296
43400,Serdang,2.98917,101.71252
62550,Putrajaya,2.92636,101.69644
13210,Kepala Batas,5.50478,100.42823
89768,Menumbok,5.31948,115.37558
98157,Bekenu,4.06766,113.83096
87026,Labuan,5.29132,115.24591
34130,Selama,4.9877,100.75603
78400,,,
50340,,,
62675,Putrajaya,2.93436,101.70891
88770,Kota Kinabalu,5.97647,116.11578
50634,Kuala Lumpur,3.14876,101.69524
87029,Labuan,5.29132,115.24591
27660,Sega,3.98169,101.93476
82300,Kukup,1.42299,103.44251
90732,Sandakan,5.84561,118.05706
34120,Selama,5.16769,100.68755
93732,Kuching,1.53098,110.34422
97011,Bintulu,3.19057,113.09011
93756,Kuching,1.53098,110.34422
87032,Labuan,5.29132,115.24591
91010,Tawau,4.28246,117.91479
96507,Bintangor,2.21382,111.55139
88809,Kota Kinabalu,5.97647,116.11578
34310,Bagan Serai,4.90581,100.75679
91033,Tawau,4.28246,117.91479
88833,Kota Kinabalu,5.97647,116.11578
42209,,,
93742,Kuching,1.53098,110.34422
24060,Ceneh,4.11486,103.29089
X87007,,,
93734,Kuching,1.53098,110.34422
88778,Kota Kinabalu,5.97647,116.11578
50710,Kuala Lumpur,3.139,101.68686
40607,Shah Alam,3.09061,101.5296
93744,Kuching,1.53098,110.34422
27207,Kuala Lipis,4.18721,102.05474
35950,Behrang Stesen,3.889,101.41206
47140,Puchong,3.00338,101.6115
88994,Kota Kinabalu,5.97647,116.11578
26170,Kuantan,3.93485,103.37029
84010,,,
40700,Shah Alam,3.09061,101.5296
93730,Kuching,1.53098,110.34422
25740,Kuantan,3.82497,103.3239
98009,Miri,4.33313,113.99486
42940,Pulau Ketam,2.95552,101.32685
88776,Kota Kinabalu,5.97647,116.11578
89859,Sipitang,5.02016,115.58108
91119,Lahad Datu,5.04885,118.35931
75260,Melaka,2.24284,102.23757
80990,Johor Bahru,1.46343,103.75472
42610,Jenjarom,2.83823,101.6827
50790,Kuala Lumpur,3.139,101.68686
95707,Betong,1.4196,111.59594
93716,Kuching,1.53098,110.34422
85210,,,
36009,Teluk Intan,4.01241,101.01801
88993,Kota Kinabalu,5.97647,116.11578
85020,,,
93500,Kuching,1.53098,110.34422
27607,Raub,3.7926,101.85839
65150,,,
88824,Kota Kinabalu,5.97647,116.11578
93720,Kuching,1.53098,110.34422
35007,Tapah,4.20399,101.26097
70700,Seremban,2.71859,101.94899
41710,Klang,3.04306,101.44066
34650,Kuala Sepetang,4.92039,100.6607
5660,Alor Setar,6.11936,100.36769
79200,Nusajaya,1.4836,103.63639
51700,Kuala Lumpur,3.139,101.68685
28620,Karak,3.3706,102.0504
46700,Petaling Jaya,3.10709,101.60826
50734,Kuala Lumpur,3.139,101.68686
31910,Kampar,4.36327,101.08174
88660,Kota Kinabalu,5.86866,118.05754
89749,Kuala Penyu,5.49142,115.54906
50603,Kuala Lumpur,3.12489,101.65276
80500,Johor Bahru,1.46343,103.75472
42507,Telok Panglima Garang,2.91286,101.46862
15670,Kota Bharu,6.12201,102.25227
57700,Kuala Lumpur,3.139,101.68686
70710,Seremban,2.71859,101.94899
93764,Kuching,1.53098,110.34422
X62006,,,
21009,Kuala Terengganu,5.31174,103.11991
27500,,,
50732,Kuala Lumpur,3.139,101.68685
35910,Tanjong Malim,3.86178,101.41965
88670,Kota Kinabalu,5.97647,116.11578
88906,Kota Kinabalu,5.97647,116.11578
93740,Kuching,1.53098,110.34422
75600,Melaka,2.20568,102.25616
88644,Kota Kinabalu,5.97647,116.11578
94760,Serian,1.01721,110.35769
88598,Kota Kinabalu,5.97647,116.11578
79100,Nusajaya,1.48348,103.63407
93760,Kuching,1.53098,110.34422
83710,,,
50774,Kuala Lumpur,3.139,101.68685
47509,,,
88764,Kota Kinabalu,5.97647,116.11578
15710,Kota Bharu,6.12201,102.25227
46795,Petaling Jaya,3.10709,101.60825
62000,Putrajaya,2.92636,101.69644
50945,Kuala Lumpur,3.139,101.68686
36020,Teluk Intan,4.19118,101.03739
96707,Kanowit,1.90641,112.23707
93718,Kuching,1.53098,110.34422
58700,Kuala Lumpur,3.139,101.68686
40604,Shah Alam,3.09061,101.5296